"Make","Model","Variant","Color","Year","Status","Base","Additional","Total","Notes","URL"
"Honda","Civic FD","FD2 Mugen RR","Red","2016","parked","9.5","0","9.5","Very rare Mugen RR, only 300 produced in total.","https://www.google.dk/maps/@35.8286473,139.740266,3a,40.9y,160.42h,69.03t/data=!3m8!1e1!3m6!1sIoJwEEi6pMaNv_F5wAu-bw!2e0!5s20161201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D20.97242098452216%26panoid%3DIoJwEEi6pMaNv_F5wAu-bw%26yaw%3D160.4240811852879!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mazda","RX-7 FD3S","Base","Purple","2019","parked","6","4","10","Extremely modified showcar, which has been featured on Speedhunters","https://www.google.com/maps/place/%E4%B8%8A%E9%87%8E%E6%AF%9B%E3%83%9E%E3%83%B3%E3%82%B7%E3%83%A7%E3%83%B3/@35.5969476,139.5878403,3a,37.6y,214.34h,78.04t/data=!3m8!1e1!3m6!1sgz_ybOZWntyMiy96peGQXA!2e0!5s20190301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.957971249358124%26panoid%3Dgz_ybOZWntyMiy96peGQXA%26yaw%3D214.3412666359828!7i16384!8i8192!4m7!3m6!1s0x6018f558d1e4daa1:0xc5a62466a267d18e!8m2!3d35.6128908!4d139.6400684!10e5!16s%2Fg%2F11g0zp8q_t?entry=ttu&g_ep=EgoyMDI1MDEyNy4wIKXMDSoASAFQAw%3D%3D"
"Toyota","Supra A80","Series I","White","2018","parked","7","3","10","Full Top Secret widebody kit, Volk CE28N","https://www.google.dk/maps/@35.5534394,139.4377569,3a,21.5y,186.27h,83.92t/data=!3m8!1e1!3m6!1s0EJ39xL6T_3YZ3cK1vuojQ!2e0!5s20180101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D6.083680428418077%26panoid%3D0EJ39xL6T_3YZ3cK1vuojQ%26yaw%3D186.26657069354795!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R32","Sedan","Grey","2019","parked","2","8","10","Nissan Stagea with Skyline R32 front swap. To my knowledge it's the only in existence","https://www.google.com/maps/@35.4692858,139.6143378,3a,16.7y,185.99h,84.21t/data=!3m8!1e1!3m6!1sy4CA5HMIqo9Q6RnqDOH68g!2e0!5s20190501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.790000000000006%26panoid%3Dy4CA5HMIqo9Q6RnqDOH68g%26yaw%3D185.99!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Toyota","Supra A80","Base","Black","2009","parked","7","3","10","Top Secret V12 Supra kit","https://www.google.dk/maps/@35.4786433,139.5420211,3a,32.7y,264.99h,81.65t/data=!3m8!1e1!3m6!1sUXQPin9MLWMSv1wzIT9Vkw!2e0!5s20091001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.354521674218802%26panoid%3DUXQPin9MLWMSv1wzIT9Vkw%26yaw%3D264.9858540597435!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mazda","RX-7 FD3S","Base","Black","2018","parked","6","4","10","Full RE-Amemiya bodykit and Advan GT","https://www.google.dk/maps/@35.5955042,139.490655,3a,44.7y,341.1h,71.06t/data=!3m8!1e1!3m6!1somY2o3jSPe7qnt3MIU-eZw!2e0!5s20180701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D18.94063071655259%26panoid%3DomY2o3jSPe7qnt3MIU-eZw%26yaw%3D341.0952279686546!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Toyota","Supra A80","Series II","Grey","2014","parked","7","1","8","Exceptionally clean looking and tastefully modded with Top Secret aero","https://www.google.dk/maps/@35.6993942,140.0367338,3a,36.9y,171.41h,76.75t/data=!3m8!1e1!3m6!1sp_rHwSNWdY-Q4VpvwBbFhg!2e0!5s20140501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.252688101224791%26panoid%3Dp_rHwSNWdY-Q4VpvwBbFhg%26yaw%3D171.40601637699237!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2015","parked","1","5","6","S2000 & Supra A80 hanging out","https://www.google.dk/maps/@35.5199695,139.4756694,3a,29.9y,184.68h,84.44t/data=!3m8!1e1!3m6!1s74BGDxJc8wwJiKeefRdVsw!2e0!5s20150501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.5646261202808205%26panoid%3D74BGDxJc8wwJiKeefRdVsw%26yaw%3D184.67900256321693!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2015","parked","1","3","4","300ZX & 350Z hanging out","https://www.google.dk/maps/@35.4757645,139.5239929,3a,47.8y,48.67h,73.57t/data=!3m8!1e1!3m6!1sTX90XGe7owJFpVj1wdglVA!2e0!5s20150501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D16.429193915011467%26panoid%3DTX90XGe7owJFpVj1wdglVA%26yaw%3D48.66580580616543!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2014","parked","1","4","5","Toyota Starlet Glanza & Honda CR-X hanging out","https://www.google.dk/maps/@35.4517212,139.5000361,3a,49y,221.65h,72.4t/data=!3m8!1e1!3m6!1sjWBMaX4vwW8FIcpKC8eLWg!2e0!5s20140301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D17.599999999999994%26panoid%3DjWBMaX4vwW8FIcpKC8eLWg%26yaw%3D221.65!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2022","parked","1","3","4","Toyota GR86 & GR Yaris hanging out","https://www.google.dk/maps/@35.4947114,139.6100282,3a,48.9y,157.36h,72.43t/data=!3m8!1e1!3m6!1sKvQrJj9_c1FTfRHplypmAQ!2e0!5s20221201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D17.56999912423656%26panoid%3DKvQrJj9_c1FTfRHplypmAQ%26yaw%3D157.3626695176964!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2014","parked","1","4","5","R32 GT-R & S2000 hanging out","https://www.google.dk/maps/@35.5051526,139.6607595,3a,51.9y,59.79h,77.25t/data=!3m8!1e1!3m6!1s16xxxnGwybkh0i70c8MWhg!2e0!5s20140501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.7461527077662%26panoid%3D16xxxnGwybkh0i70c8MWhg%26yaw%3D59.78937719737631!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2014","parked","1","4","5","RX-7 FC3S & Evo IX hanging out","https://www.google.dk/maps/@35.5145516,139.6630058,3a,45.8y,284.33h,82.61t/data=!3m8!1e1!3m6!1semJhJUH4C7Nerpqplw_kyw!2e0!5s20140501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.390000000000001%26panoid%3DemJhJUH4C7Nerpqplw_kyw%26yaw%3D284.33!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2009","parked","1","4","5","S15 & 180SX hanging out","https://www.google.dk/maps/@35.7913952,139.7665077,3a,33.9y,60.72h,78.92t/data=!3m8!1e1!3m6!1sE8Do7DlCHYDFrmZMwM8XHg!2e0!5s20091101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.079999999999998%26panoid%3DE8Do7DlCHYDFrmZMwM8XHg%26yaw%3D60.72!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","White","2009","parked","1","4","5","R32 GT-R and MR2 SW20 hanging out","https://www.google.dk/maps/@35.7717751,139.9408859,3a,51.6y,193.9h,76.93t/data=!3m8!1e1!3m6!1syTfuS2q2Z4clrvbr3r10JA!2e0!5s20090901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.069999999999993%26panoid%3DyTfuS2q2Z4clrvbr3r10JA%26yaw%3D193.9!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2009","parked","1","6","7","Datsun 240Z & Evo IV hanging out","https://www.google.dk/maps/@35.7463908,139.5784395,3a,53.4y,67.02h,81.4t/data=!3m8!1e1!3m6!1slizhuA0J32bfHOhvj72opA!2e0!5s20090801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.60126751952923%26panoid%3DlizhuA0J32bfHOhvj72opA%26yaw%3D67.0232683559219!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2009","parked","1","5","6","R32 GT-R & PS13 hanging out","https://www.google.dk/maps/@35.7708774,139.9061384,3a,46.1y,203.33h,82.02t/data=!3m8!1e1!3m6!1sl2D_Zmsno2utoq0C3om0qA!2e0!5s20090701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.97540999608448%26panoid%3Dl2D_Zmsno2utoq0C3om0qA%26yaw%3D203.32750555188133!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2009","parked","1","4","5","R32 GTS-T & R35 GT-R hanging out","https://www.google.dk/maps/@35.7713935,139.7730255,3a,15y,106.12h,86.33t/data=!3m7!1e1!3m5!1sLd2b4LyfBDj4AI1wb6J8xA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.6681503664325703%26panoid%3DLd2b4LyfBDj4AI1wb6J8xA%26yaw%3D106.11707529290973!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2009","parked","1","6","7","EVO IX, 370Z, 360 Modena and C4 ZR1 hanging out","https://www.google.dk/maps/@35.6359816,139.6515113,3a,75y,0.9h,76.09t/data=!3m8!1e1!3m6!1s24K_AGEgPktnlsLRnbuQ6A!2e0!5s20090901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.91441635645704%26panoid%3D24K_AGEgPktnlsLRnbuQ6A%26yaw%3D0.8990495007456407!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2018","parked","1","6","7","AE86 Trueno & Civic EG Coupé hanging out","https://www.google.dk/maps/@35.7198981,139.8709697,3a,15.2y,99.61h,87.42t/data=!3m8!1e1!3m6!1s5IcV3lsHrn7CBxXhTLxieA!2e0!5s20180501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D2.5779723729482242%26panoid%3D5IcV3lsHrn7CBxXhTLxieA%26yaw%3D99.60850292056291!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2011","parked","1","5","6","Track spec RX-7 FD3S & R32 GT-R hanging out","https://www.google.dk/maps/@35.829772,139.6749048,3a,57.7y,99.75h,70.39t/data=!3m8!1e1!3m6!1sFSsTd5c7tmpG291C2J3FrQ!2e0!5s20110101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D19.608077473590328%26panoid%3DFSsTd5c7tmpG291C2J3FrQ%26yaw%3D99.74848664431966!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2015","parked","1","4","5","R32 GT-R and Evo VIII hanging out","https://www.google.dk/maps/@35.8981309,139.9184104,3a,16y,290.04h,86.68t/data=!3m8!1e1!3m6!1szNnsvN5zRDUahu7rmWgiWA!2e0!5s20150701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.3208517428790003%26panoid%3DzNnsvN5zRDUahu7rmWgiWA%26yaw%3D290.0423852963638!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2011","parked","1","3","4","Silvia S15, RX-7 FD3S and R32 GTS-T hanging out","https://www.google.dk/maps/@35.8266288,139.6683377,3a,26.3y,294.52h,84.66t/data=!3m8!1e1!3m6!1sAGWKv5S0VtBLw87L-X0vGQ!2e0!5s20110101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.3399145538941895%26panoid%3DAGWKv5S0VtBLw87L-X0vGQ%26yaw%3D294.5240141873864!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2009","parked","1","4","5","180SX & FD3S hanging out together","https://www.google.dk/maps/@35.5151512,139.565001,3a,32.8y,229.45h,82.25t/data=!3m8!1e1!3m6!1snf8BJKwIxLa1c_2WXYMjwQ!2e0!5s20090901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.750568124015999%26panoid%3Dnf8BJKwIxLa1c_2WXYMjwQ%26yaw%3D229.44632154014795!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Silver","2015","parked","1","6","7","R33 GT-R & Supra A80 hanging out together","https://www.google.dk/maps/@35.7824031,139.5156726,3a,21.1y,244.78h,86.96t/data=!3m8!1e1!3m6!1sr08jLAIV5oxiX5xt6eZYeQ!2e0!5s20150301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.0379894743563653%26panoid%3Dr08jLAIV5oxiX5xt6eZYeQ%26yaw%3D244.77759982991574!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMy4wIKXMDSoASAFQAw%3D%3D"
"Mazda","RX-7 FD3S","Base","Grey","2022","parked","6","2","8","Very clean build, Mazdaspeed GT Concept front bumper","https://www.google.dk/maps/@35.8457146,139.8132815,3a,38y,319.12h,77.18t/data=!3m8!1e1!3m6!1sLVfiieHIrS_2ILnhQ-BpbQ!2e0!5s20221001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.819086019249%26panoid%3DLVfiieHIrS_2ILnhQ-BpbQ%26yaw%3D319.1194953995463!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNy4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","White","2019","parked","7","3","10","Nismo 400R","https://www.google.dk/maps/@35.5780766,139.504699,3a,31.3y,325.35h,88.94t/data=!3m8!1e1!3m6!1sH-Qf_7vaxzveO1O5QG60vA!2e0!5s20190801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D1.0600000000000023%26panoid%3DH-Qf_7vaxzveO1O5QG60vA%26yaw%3D325.3526644816463!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Vintage","GT-R KPGC110","White","2021","parked","10","0","10","","https://www.google.dk/maps/@35.514043,139.5667101,3a,22.4y,49.43h,81.75t/data=!3m8!1e1!3m6!1s8nPXfhuLNuKkZGzbtDkFMQ!2e0!5s20210801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.24943857245897%26panoid%3D8nPXfhuLNuKkZGzbtDkFMQ%26yaw%3D49.428373775699846!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Starion","A187A","Black","2019","parked","4","0","4","With roll cage","https://www.google.dk/maps/@35.4998827,139.6440777,3a,51.1y,292.36h,77.16t/data=!3m8!1e1!3m6!1sk0IwbqkcXoscUAZsOW2Xjw!2e0!5s20190401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.83724170324399%26panoid%3Dk0IwbqkcXoscUAZsOW2Xjw%26yaw%3D292.363149844145!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNy4wIKXMDSoASAFQAw%3D%3D"
"Peugeot","205","GTi","Black","2021","driving","4","0","4","","https://www.google.dk/maps/@35.6870509,139.414558,3a,15.2y,37.59h,85.09t/data=!3m8!1e1!3m6!1sOfEx3huHVicO8sAydJdSag!2e0!5s20210401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D4.906458350886965%26panoid%3DOfEx3huHVicO8sAydJdSag%26yaw%3D37.59288121528417!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","180SX","Base","White","2010","parked","4","0","4","Some visual mods","https://www.google.dk/maps/@35.6870294,139.4145796,3a,43y,68.42h,77.81t/data=!3m8!1e1!3m6!1s_IsMCWK5B1RwKcxiPv3i8A!2e0!5s20100201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.186761876160674%26panoid%3D_IsMCWK5B1RwKcxiPv3i8A%26yaw%3D68.42429775925955!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMi4wIKXMDSoASAFQAw%3D%3D"
"Toyota","Supra A70","Base","White","2018","parked","6","0","6","","https://www.google.dk/maps/@35.6882992,139.4134213,3a,26.1y,90.78h,84.99t/data=!3m8!1e1!3m6!1sY91BVle9dsOfZ3OIPwxuyA!2e0!5s20180601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.010923081267691%26panoid%3DY91BVle9dsOfZ3OIPwxuyA%26yaw%3D90.78137641634048!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwMi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R34","GT-R","Grey","2015","parked","8","0","8","Nismo LMGT4","https://www.google.dk/maps/@35.6475366,140.0725364,3a,15.7y,149.62h,86.7t/data=!3m8!1e1!3m6!1s5sZrBKaloOR5iBUa8AHdNA!2e0!5s20151101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.300344477728828%26panoid%3D5sZrBKaloOR5iBUa8AHdNA%26yaw%3D149.61744439262955!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2010","parked","1","5","6","300ZX & AE86 hanging out together","https://www.google.dk/maps/@35.5915972,139.385993,3a,28.6y,69.58h,85.27t/data=!3m8!1e1!3m6!1sp0e6YDpQzRZWUy2GDUJzOg!2e0!5s20100301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D4.731991718162448%26panoid%3Dp0e6YDpQzRZWUy2GDUJzOg%26yaw%3D69.57962315429626!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R32","GT-R","Grey","2022","parked","7","0","7","TE37","https://www.google.dk/maps/@35.5917162,139.3852363,3a,34.3y,155.68h,81.53t/data=!3m7!1e1!3m5!1sqez4KIPOuhoyv7eztk4jlw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.468213296232648%26panoid%3Dqez4KIPOuhoyv7eztk4jlw%26yaw%3D155.6751265732166!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Toyota","Yaris","GR Sport","White","2023","parked","4","0","4","","https://www.google.dk/maps/@35.5944341,139.3890318,3a,41.1y,78.34h,85.21t/data=!3m8!1e1!3m6!1sZe6m-80PlYY24HzAsBuqUQ!2e0!5s20230201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D4.785728664530879%26panoid%3DZe6m-80PlYY24HzAsBuqUQ%26yaw%3D78.33739132141893!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Honda","Integra","DC5 Type R","White","2016","parked","6","0.5","6.5","Mugen aero parts","https://www.google.dk/maps/@35.5946905,139.3788704,3a,61.8y,78.23h,73.86t/data=!3m8!1e1!3m6!1sieCJ70fOryY6NzBHR8OcKg!2e0!5s20150401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D16.140311566228405%26panoid%3DieCJ70fOryY6NzBHR8OcKg%26yaw%3D78.23499319573197!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Honda","Civic EP","EP3 Type R","Grey","2015","parked","7","0","7","Many visual mods, mismatched paint","https://www.google.dk/maps/@35.5938717,139.378132,3a,29.9y,249.74h,83t/data=!3m8!1e1!3m6!1spv0G-iRk_g54Ad4RNHfWnA!2e0!5s20150401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.004105976162336%26panoid%3Dpv0G-iRk_g54Ad4RNHfWnA%26yaw%3D249.73538505612848!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Toyota","Corolla AE86","Trueno","White","2020","parked","6","0","6","","https://www.google.dk/maps/@35.5902883,139.3705397,3a,37.6y,241.91h,82.03t/data=!3m7!1e1!3m5!1sxSX4qZSvAy9hLLvBlA_9GA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.972766661498838%26panoid%3DxSX4qZSvAy9hLLvBlA_9GA%26yaw%3D241.90821123924877!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
"Honda","NSX","NA1","Red","2010","driving","8","0","8","","https://www.google.dk/maps/@35.5916861,139.3820013,3a,37.6y,5.94h,84.67t/data=!3m8!1e1!3m6!1sEkuMVoh_8_JlU7kHIXC2cg!2e0!5s20100301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.330908419974122%26panoid%3DEkuMVoh_8_JlU7kHIXC2cg%26yaw%3D5.93831499574469!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyOS4xIKXMDSoASAFQAw%3D%3D"
