"Make","Model","Variant","Color","Year","Status","Base","Additional","Total","Notes","URL"
"Nissan","Silvia S13","K's","Purple","2010","parked","6","1","7","Many visual mods","https://www.google.dk/maps/@35.8260978,139.8270419,3a,15.6y,44.53h,86.62t/data=!3m8!1e1!3m6!1sCpHXXJ626zJdDZTR93OCrQ!2e0!5s20100301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.3793715518121417%26panoid%3DCpHXXJ626zJdDZTR93OCrQ%26yaw%3D44.52582326925319!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","White","2014","parked","6","0","6","Two-tone","https://www.google.dk/maps/@35.5177151,139.5779548,3a,15y,290.04h,87.73t/data=!3m8!1e1!3m6!1sxPVAdd0dTeIEC4ADr7Pqdg!2e0!5s20140201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D2.2718614724923043%26panoid%3DxPVAdd0dTeIEC4ADr7Pqdg%26yaw%3D290.0351860411217!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","Silver","2019","parked","6","0","6","Street drifter with mad front camber","https://www.google.dk/maps/@35.5226232,139.541902,3a,24.5y,97.98h,78.89t/data=!3m8!1e1!3m6!1sdLrlM6Td1EBbOkpDq1ESow!2e0!5s20190501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.107553294545255%26panoid%3DdLrlM6Td1EBbOkpDq1ESow%26yaw%3D97.97987641773021!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","180SX","Base","Red","2014","parked","4","0","4","Full GT bodykit","https://www.google.dk/maps/@35.3418947,139.4601685,3a,21.1y,230.26h,80.64t/data=!3m8!1e1!3m6!1s8UdVFZPRkf091gikEKfzIQ!2e0!5s20201201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.356630184806946%26panoid%3D8UdVFZPRkf091gikEKfzIQ%26yaw%3D230.26005711895021!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S13","K's","Red","2024","parked","6","0","6","Heavily modified full show spec","https://www.google.dk/maps/@35.5916537,139.3612864,3a,22.3y,340.25h,76.72t/data=!3m8!1e1!3m6!1sPvUZT5SJvugsYsTnxuKsGA!2e0!5s20190601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.275937691880458%26panoid%3DPvUZT5SJvugsYsTnxuKsGA%26yaw%3D340.2537247411605!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S12","Base","Black","2009","parked","5","0","5","","https://www.google.dk/maps/@35.7841838,139.8673152,3a,63.8y,50.08h,63.09t/data=!3m8!1e1!3m6!1sKtohQpUj2N_lgbkw1nwTJw!2e0!5s20090701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D26.914344228489213%26panoid%3DKtohQpUj2N_lgbkw1nwTJw%26yaw%3D50.08272860697549!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","IX Wagon","Silver","2009","parked","7","0","7","","https://www.google.dk/maps/@35.6238496,139.6012742,3a,36.4y,19.86h,75.59t/data=!3m8!1e1!3m6!1sF8h4FPozJVTYUwTY1xbMyg!2e0!5s20090801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D14.409377977603143%26panoid%3DF8h4FPozJVTYUwTY1xbMyg%26yaw%3D19.86402621070304!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","VII","Blue","2019","parked","6","0","6","","https://www.google.dk/maps/@35.829009,139.5654333,3a,32.1y,282.93h,76.6t/data=!3m8!1e1!3m6!1sNkxh4DC-cI76-cqdrO0Asw!2e0!5s20190801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.403544527366535%26panoid%3DNkxh4DC-cI76-cqdrO0Asw%26yaw%3D282.9285473618655!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","VI","Silver","2009","parked","5","0","5","","https://www.google.dk/maps/@35.4445836,139.6050777,3a,23.9y,151.69h,78.47t/data=!3m8!1e1!3m6!1sKRO5B6YYW3efkeLd28WABQ!2e0!5s20090901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.532851989079035%26panoid%3DKRO5B6YYW3efkeLd28WABQ%26yaw%3D151.68861116603847!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","IV","Orange","2022","parked","5","0","5","Many mods including roll cage","https://www.google.dk/maps/@35.6302193,140.1522555,3a,18.4y,301.23h,80.88t/data=!3m8!1e1!3m6!1sUlmLFEHuJO3c5i1KAIe2XA!2e0!5s20221101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.122076795616707%26panoid%3DUlmLFEHuJO3c5i1KAIe2XA%26yaw%3D301.2311880929796!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","VII","Blue","2015","parked","6","0","6","Roof rack and some visual mods","https://www.google.dk/maps/@35.5999201,139.6803616,3a,37.2y,208.91h,72.68t/data=!3m8!1e1!3m6!1s70zunzheeQ6cO-2WXgJ4qA!2e0!5s20150301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D17.316763861857268%26panoid%3D70zunzheeQ6cO-2WXgJ4qA%26yaw%3D208.91379938963823!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","IX","White","2019","parked","7","0","7","TE37 and some visual mods","https://www.google.dk/maps/@35.6974245,140.0412343,3a,19.3y,104.47h,83.27t/data=!3m7!1e1!3m5!1s2X-wXeiJR2D2NthXaEvzfg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D6.734222134867565%26panoid%3D2X-wXeiJR2D2NthXaEvzfg%26yaw%3D104.47335033390561!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","X","Black","2019","parked","4","1","5","Some visual mods","https://www.google.dk/maps/@35.4632324,139.4381367,3a,32.1y,122.39h,77t/data=!3m8!1e1!3m6!1sVMJXLR8mcyIk_8cuyrURww!2e0!5s20190601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.99885259620207%26panoid%3DVMJXLR8mcyIk_8cuyrURww%26yaw%3D122.38928013361337!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","IV","White","2010","parked","5","1","6","Some visual mods","https://www.google.dk/maps/@35.8699033,139.7502501,3a,15.1y,11.23h,83.92t/data=!3m8!1e1!3m6!1sWbyIuv2stY6jZ6AMQ_Msog!2e0!5s20100901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D6.0765465460902135%26panoid%3DWbyIuv2stY6jZ6AMQ_Msog%26yaw%3D11.225247077471284!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","VI","Blue","2019","parked","5","0","5","Disrespected","https://www.google.dk/maps/@35.5395678,139.4364666,3a,31.3y,100.57h,76.23t/data=!3m8!1e1!3m6!1sxhHc6CZf61dLDjoeKbLqYA!2e0!5s20190901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.769787088580387%26panoid%3DxhHc6CZf61dLDjoeKbLqYA%26yaw%3D100.57125209877326!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","IV","White","2014","parked","5","1","6","Full race spec","https://www.google.dk/maps/@35.5240866,139.4456475,3a,31.3y,153.85h,78.18t/data=!3m8!1e1!3m6!1sbI5ANa90zfuP2RpObBkvyA!2e0!5s20140301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.820057690959786%26panoid%3DbI5ANa90zfuP2RpObBkvyA%26yaw%3D153.84592372054124!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R30","2000 RS-X Turbo","Red","2015","parked","7","0","7","","https://www.google.dk/maps/@35.9686846,139.7422614,3a,15y,135.93h,86.35t/data=!3m8!1e1!3m6!1sMdx_XFrkKRTnCcKYCm-l_A!2e0!5s20150301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.6496000476699635%26panoid%3DMdx_XFrkKRTnCcKYCm-l_A%26yaw%3D135.9276093005281!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R30","2000 RS-X Turbo","Red","2010","parked","7","0","7","Watanabe R-type","https://www.google.dk/maps/@35.7103442,139.3559044,3a,15.1y,96.02h,88.77t/data=!3m8!1e1!3m6!1sk6YhUw6dOcc_EpOTczX99g!2e0!5s20101201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D1.2301011760549159%26panoid%3Dk6YhUw6dOcc_EpOTczX99g%26yaw%3D96.01771991720149!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R30","2000 RS-X Turbo","Red","2016","parked","7","0","7","A little disrespected","https://www.google.dk/maps/@35.3692047,139.5450685,3a,40.7y,88.97h,76.48t/data=!3m8!1e1!3m6!1sOZ87Yt5UapnV6AcOjw8Rcg!2e0!5s20160601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.518635860596888%26panoid%3DOZ87Yt5UapnV6AcOjw8Rcg%26yaw%3D88.96558813149592!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R31","2000 GTS-R","Black","2019","parked","7","0","7","Many visual mods","https://www.google.dk/maps/@35.5064075,139.6350163,3a,15y,298.2h,84.21t/data=!3m8!1e1!3m6!1sh-sM9YJ5cZmmpmX-aytr4A!2e0!5s20190701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.793983605418703%26panoid%3Dh-sM9YJ5cZmmpmX-aytr4A%26yaw%3D298.2009134073218!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R31","2000 GTS-R","Blue","2015","parked","7","0","7","Disrespected","https://www.google.dk/maps/@35.7947186,139.4773901,3a,46.2y,46.57h,81.15t/data=!3m8!1e1!3m6!1sjdsRTP3KPf2mU2ergYLnFQ!2e0!5s20100801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.851201753010216%26panoid%3DjdsRTP3KPf2mU2ergYLnFQ%26yaw%3D46.56682335401975!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Spec R","Red","2014","parked","6","0","6","","https://www.google.dk/maps/@35.4574119,139.5808163,3a,19.3y,204.58h,82.83t/data=!3m8!1e1!3m6!1sc_GpTOjvAMzvHW2C7w8lgQ!2e0!5s20140201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.172117545793398%26panoid%3Dc_GpTOjvAMzvHW2C7w8lgQ%26yaw%3D204.58117686339594!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Spec R","White","2020","parked","6","0","6","","https://www.google.dk/maps/@35.793261,139.4700616,3a,28.4y,123.85h,80.99t/data=!3m8!1e1!3m6!1s7vnrnlwi-ckHvrzcmojrEA!2e0!5s20201201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.010000000000005%26panoid%3D7vnrnlwi-ckHvrzcmojrEA%26yaw%3D123.85!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Varietta","Red","2014","parked","7","0","7","","https://www.google.dk/maps/@35.4907459,139.5780392,3a,42.7y,234.01h,75.29t/data=!3m8!1e1!3m6!1saYuj4hJQEctboHsy8qUAVg!2e0!5s20140301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D14.710848506937765%26panoid%3DaYuj4hJQEctboHsy8qUAVg%26yaw%3D234.00502446579668!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Varietta","Blue","2015","parked","7","0","7","","https://www.google.dk/maps/@35.6986763,140.0106552,3a,33.1y,234.86h,80.14t/data=!3m8!1e1!3m6!1sWkAcUj0uh8kWnutwVRJSPw!2e0!5s20150501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.86%26panoid%3DWkAcUj0uh8kWnutwVRJSPw%26yaw%3D234.86!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Varietta","Red","2010","parked","7","0","7","","https://www.google.dk/maps/@35.6883227,140.0719804,3a,19.6y,250.58h,84.38t/data=!3m8!1e1!3m6!1s3ZSGPu6AoD24HkQcT2f1og!2e0!5s20101201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.620632088366236%26panoid%3D3ZSGPu6AoD24HkQcT2f1og%26yaw%3D250.58475283548466!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Base","Blue","2010","parked","4","0","4","Some visual mods","https://www.google.dk/maps/@35.7565066,140.0256449,3a,17.8y,282.9h,86.29t/data=!3m7!1e1!3m5!1sAAFGmRhB6nxJo6OE0OKwqA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.7092616585032943%26panoid%3DAAFGmRhB6nxJo6OE0OKwqA%26yaw%3D282.8976758120771!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Spec R","White","2014","parked","6","0","6","C-West bodykit, Spec R wing, SSR Type 6","https://www.google.dk/maps/@35.863008,139.7277778,3a,44.9y,126.82h,71.86t/data=!3m8!1e1!3m6!1slk6iBTaAClLrsmXEllhZMA!2e0!5s20140401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D18.135368068576852%26panoid%3Dlk6iBTaAClLrsmXEllhZMA%26yaw%3D126.81816727760447!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Varietta","Red","2010","parked","7","0","7","","https://www.google.dk/maps/@35.8747619,139.7469895,3a,37.6y,320.9h,80.38t/data=!3m8!1e1!3m6!1s7SQRKL_D1i8ikcBD5n8oJg!2e0!5s20100901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.615075721624294%26panoid%3D7SQRKL_D1i8ikcBD5n8oJg%26yaw%3D320.90296798180566!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Varietta","Blue","2010","parked","7","0","7","","https://www.google.dk/maps/@35.9055565,139.783464,3a,27.3y,253.61h,76.99t/data=!3m8!1e1!3m6!1sqOJpe_3KeOzCKuQa9Fd6NQ!2e0!5s20100801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.010401278665157%26panoid%3DqOJpe_3KeOzCKuQa9Fd6NQ%26yaw%3D253.61127655677666!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Varietta","Blue","2022","parked","7","0","7","Some visual mods","https://www.google.dk/maps/@35.7105719,140.0958649,3a,41.4y,84h,70.71t/data=!3m8!1e1!3m6!1sXPw1J2CVk7KpCkOysiE1dQ!2e0!5s20221201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D19.29141825060951%26panoid%3DXPw1J2CVk7KpCkOysiE1dQ%26yaw%3D83.99541029280452!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Base","Red","2009","parked","4","1","5","Lots of mods","https://www.google.dk/maps/@35.539077,139.615783,3a,23.7y,40.65h,78t/data=!3m8!1e1!3m6!1sKopwfEIV2iKXItILyAt4Vg!2e0!5s20090701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.003674089903427%26panoid%3DKopwfEIV2iKXItILyAt4Vg%26yaw%3D40.653546196562914!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Base","Red","2012","parked","4","0","4","Full drift spec competition car","https://www.google.dk/maps/@35.791612,139.9665263,3a,27.8y,286.84h,76t/data=!3m7!1e1!3m5!1sL_31h3-_nyGwYMz-_O107g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.999152158934962%26panoid%3DL_31h3-_nyGwYMz-_O107g%26yaw%3D286.83639897893414!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Varietta","Grey","2015","parked","7","0","7","","https://www.google.dk/maps/@35.331949,139.4420789,3a,41.2y,146.98h,79.31t/data=!3m8!1e1!3m6!1sKu92xMupgYCPK11TiUzuEQ!2e0!5s20110101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D10.689999999999998%26panoid%3DKu92xMupgYCPK11TiUzuEQ%26yaw%3D146.98!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S14","Base","Red","2009","parked","4","1","5","","https://www.google.dk/maps/@35.4832679,139.5361746,3a,25.9y,95.79h,79.31t/data=!3m8!1e1!3m6!1ss5d91YXbuE0ov4mKjbFgNA!2e0!5s20091001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D10.689698118711704%26panoid%3Ds5d91YXbuE0ov4mKjbFgNA%26yaw%3D95.78780122109742!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S14","Base","Blue","2015","parked","4","1","5","S14 with S13 hatchback front end swap","https://www.google.dk/maps/@35.3570852,139.5380671,3a,19.3y,1.37h,86.56t/data=!3m8!1e1!3m6!1sHb83bCpPS-pNKDFv70LC_Q!2e0!5s20150901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.4412582731410737%26panoid%3DHb83bCpPS-pNKDFv70LC_Q%26yaw%3D1.368940498200899!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S14","Base","Red","2014","parked","4","1","5","Perfect Style drift car, R33 GT-R rear wheels","https://www.google.com/maps/@35.6728867,139.627201,3a,35.8y,245.85h,78.64t/data=!3m8!1e1!3m6!1s3VDQvl4XFpYxCjktvHPQBQ!2e0!5s20140501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.362921730185363%26panoid%3D3VDQvl4XFpYxCjktvHPQBQ%26yaw%3D245.8499527885247!7i13312!8i6656?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S14","K's","Black","2014","parked","5","0","5","Work VSKF","https://www.google.dk/maps/@35.4899667,139.461941,3a,21.9y,188.36h,80.84t/data=!3m8!1e1!3m6!1sv10p6ZnCWASBsRwjU247yQ!2e0!5s20140301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.164184953099479%26panoid%3Dv10p6ZnCWASBsRwjU247yQ%26yaw%3D188.35781511003665!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R30","2000 RS-X Turbo","Red","2022","parked","7","0","7","","https://www.google.dk/maps/@35.4384069,139.5725181,3a,15y,36.41h,86.78t/data=!3m8!1e1!3m6!1s7uEzoeksDKJdjbFcNpc7Kw!2e0!5s20221001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.220997350993855%26panoid%3D7uEzoeksDKJdjbFcNpc7Kw%26yaw%3D36.41443067136074!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R31","2000 GTS-R","Blue","2015","parked","7","0","7","Looks abandoned, it never moves throughout the years","https://www.google.com/maps/@35.7151446,139.9282714,3a,40.5y,184.9h,80.56t,0.09r/data=!3m8!1e1!3m6!1sRoEg3s6Hr5Y5nsL6vtGA9Q!2e0!5s20150401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.440783784192902%26panoid%3DRoEg3s6Hr5Y5nsL6vtGA9Q%26yaw%3D184.8984503202927!7i13312!8i6656?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R30","2000 RS-X Turbo","Green","2015","parked","7","1","8","Work Equip","https://www.google.dk/maps/@35.8512563,139.7764821,3a,29.7y,151.32h,77.85t/data=!3m8!1e1!3m6!1sxSaJliUSL7eEkqTscgTJcA!2e0!5s20150501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.14735591541509%26panoid%3DxSaJliUSL7eEkqTscgTJcA%26yaw%3D151.31954064046408!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw%3D%3D"
